hum,weathersit,holiday,season,atemp,temp,hr,week,cnt
0.78,1,0,2,0.61,0.66,0,0,119
0.78,3,0,2,0.53,0.56,7,4,188
0.45,1,0,3,0.67,0.74,22,5,263
0.53,1,0,2,0.32,0.34,5,5,16
0.3,1,0,3,0.73,0.84,13,3,180
0.66,1,0,3,0.68,0.72,8,0,92
0.33,1,0,1,0.27,0.3,17,6,159
0.5,1,0,2,0.42,0.42,1,2,9
0.82,2,0,4,0.41,0.4,1,5,17
0.74,1,0,3,0.7,0.72,0,3,37
0.87,2,0,1,0.41,0.4,3,5,3
0.79,1,0,3,0.67,0.7,6,0,27
0.81,2,0,2,0.35,0.36,12,6,202
0.52,1,0,1,0.23,0.24,0,6,28
0.33,1,0,2,0.62,0.6,20,1,165
0.31,1,0,1,0.45,0.46,16,3,122
0.88,3,0,1,0.44,0.44,1,5,9
0.83,1,0,2,0.56,0.6,6,3,194
0.54,2,0,4,0.39,0.38,14,3,151
0.46,1,1,1,0.21,0.14,2,1,17
0.74,2,0,3,0.71,0.74,13,1,78
0.48,1,0,2,0.67,0.74,15,1,141
0.31,1,0,2,0.48,0.5,15,4,269
0.73,1,0,3,0.59,0.6,0,6,172
0.55,1,0,3,0.76,0.8,10,4,181
0.71,1,0,1,0.33,0.34,4,4,3
0.83,1,0,4,0.58,0.62,21,4,123
0.65,1,0,2,0.65,0.7,13,1,203
0.75,1,0,1,0.18,0.2,5,1,1
0.22,1,0,1,0.3,0.32,13,1,140
0.66,1,0,2,0.41,0.4,5,2,29
0.56,1,0,4,0.62,0.6,14,1,143
0.88,3,0,2,0.52,0.54,9,1,110
0.88,3,0,2,0.48,0.5,17,6,115
0.62,1,0,3,0.68,0.72,4,2,7
0.58,2,0,4,0.44,0.44,14,2,138
0.52,1,0,4,0.27,0.26,19,0,135
0.34,2,0,1,0.39,0.38,14,1,79
0.89,2,0,3,0.64,0.68,3,0,57
0.46,1,0,1,0.15,0.14,1,3,4
0.93,1,0,4,0.35,0.34,5,1,38
0.82,1,0,4,0.47,0.48,0,2,31
0.73,1,0,3,0.61,0.64,6,6,22
0.45,1,0,1,0.26,0.28,19,5,153
0.88,3,0,2,0.56,0.62,6,5,141
0.94,3,0,3,0.52,0.54,1,3,5
0.65,1,0,3,0.61,0.64,5,3,59
0.3,1,0,1,0.12,0.12,19,0,50
0.75,1,0,1,0.27,0.22,2,1,3
0.83,1,0,2,0.64,0.68,3,6,28
0.66,1,0,4,0.33,0.34,11,5,160
0.88,2,0,2,0.56,0.62,23,1,72
0.47,1,0,3,0.64,0.68,22,6,187
0.76,1,0,2,0.41,0.4,5,1,16
0.61,2,0,4,0.33,0.34,11,4,166
0.58,1,0,4,0.42,0.42,18,6,203
0.44,1,0,1,0.26,0.24,22,6,45
0.7,2,0,1,0.24,0.26,7,6,18
0.7,1,0,1,0.23,0.24,8,4,252
0.83,2,0,3,0.56,0.6,3,5,8
0.66,2,1,1,0.3,0.32,20,2,40
0.69,1,0,1,0.23,0.2,23,2,11
0.74,1,0,3,0.67,0.7,23,0,93
0.88,2,0,3,0.55,0.58,2,2,8
0.69,1,0,1,0.2,0.2,7,4,267
0.62,2,0,1,0.44,0.44,19,4,142
0.62,1,0,4,0.41,0.4,0,6,96
0.44,2,0,4,0.44,0.44,13,1,152
0.63,1,0,3,0.83,0.82,0,5,60
0.94,1,0,1,0.42,0.42,2,5,13
0.77,1,0,2,0.5,0.52,23,3,123
0.32,1,0,3,0.73,0.84,13,2,182
0.49,1,0,2,0.3,0.34,2,3,3
0.51,1,0,1,0.2,0.2,0,2,13
0.87,3,0,4,0.35,0.36,1,2,13
0.94,3,0,4,0.45,0.46,9,3,82
0.87,1,0,4,0.33,0.3,4,3,4
0.87,1,0,4,0.41,0.4,5,1,34
0.7,1,0,1,0.23,0.24,10,2,85
0.55,2,0,2,0.68,0.74,11,5,166
0.86,1,0,1,0.21,0.2,6,3,74
0.74,1,0,1,0.15,0.12,7,2,94
0.45,2,0,3,0.68,0.76,12,1,270
0.74,2,0,3,0.67,0.7,21,4,211
0.49,2,0,4,0.3,0.3,23,5,75
0.88,1,0,3,0.56,0.62,6,5,105
0.83,1,0,3,0.61,0.66,6,4,183
0.52,1,0,3,0.7,0.76,15,3,266
0.33,1,0,3,0.67,0.76,11,3,281
0.44,1,0,1,0.17,0.2,12,4,52
0.61,1,0,3,0.61,0.62,22,2,143
0.94,1,0,4,0.55,0.58,3,6,31
0.94,2,0,2,0.47,0.48,6,3,149
0.31,1,0,1,0.45,0.46,18,6,217
0.43,1,0,1,0.41,0.4,18,0,147
0.87,1,0,1,0.38,0.36,6,4,64
0.73,1,0,3,0.59,0.62,4,0,10
0.72,1,0,4,0.48,0.5,21,2,166
0.58,1,0,3,0.68,0.74,23,2,192
0.71,1,0,4,0.35,0.36,7,5,233
0.4,1,0,1,0.18,0.2,11,1,51
0.86,2,0,1,0.15,0.16,17,2,136
0.88,1,0,2,0.45,0.46,23,2,52
0.94,3,0,2,0.55,0.62,23,2,50
0.89,2,0,3,0.64,0.68,6,3,116
0.81,3,0,1,0.33,0.32,14,3,73
0.8,1,0,4,0.27,0.22,4,5,3
0.45,1,0,4,0.3,0.32,10,4,167
0.81,1,0,4,0.3,0.3,22,2,66
0.93,2,0,1,0.26,0.22,6,3,32
0.86,2,0,1,0.23,0.2,20,1,132
0.74,1,0,3,0.71,0.74,10,0,274
0.73,1,0,2,0.61,0.64,9,2,199
0.93,2,0,1,0.23,0.2,11,1,62
0.86,2,0,1,0.21,0.2,4,2,4
0.59,1,0,4,0.48,0.5,1,0,116
0.3,2,0,2,0.64,0.7,21,1,95
1.0,3,0,1,0.44,0.44,17,3,229
0.83,1,0,3,0.64,0.68,7,6,63
0.49,2,0,4,0.3,0.34,14,4,110
0.87,1,0,4,0.21,0.22,2,0,50
0.55,1,0,4,0.47,0.48,12,3,160
0.56,1,0,2,0.29,0.28,6,3,106
0.46,2,0,1,0.39,0.38,14,2,88
0.53,1,0,4,0.3,0.32,1,5,20
0.45,2,0,1,0.3,0.3,11,2,112
0.28,1,0,3,0.76,0.88,12,2,272
0.57,2,1,1,0.33,0.32,11,1,90
0.51,1,0,3,0.67,0.74,0,4,88
0.35,1,0,1,0.2,0.22,15,2,51
0.35,1,0,2,0.53,0.56,22,5,234
0.39,1,0,1,0.29,0.32,11,6,71
0.39,2,0,1,0.52,0.54,3,6,8
0.37,1,0,3,0.79,0.88,14,4,176
0.84,1,0,3,0.67,0.7,15,0,68
0.67,1,0,4,0.45,0.46,2,4,10
0.55,2,0,4,0.47,0.48,12,5,197
0.81,1,0,4,0.33,0.3,7,3,251
0.68,2,0,4,0.52,0.54,12,2,176
0.45,1,0,1,0.3,0.3,18,0,93
0.33,1,0,1,0.45,0.46,19,5,272
0.79,1,0,3,0.67,0.7,5,2,25
0.63,1,0,4,0.5,0.52,22,4,124
0.88,2,0,2,0.5,0.52,12,5,223
0.64,1,0,2,0.53,0.56,22,3,172
0.66,1,0,4,0.35,0.36,18,0,276
0.73,1,0,2,0.53,0.56,22,0,157
0.29,2,0,1,0.39,0.38,13,5,224
0.81,1,0,4,0.3,0.26,1,1,13
0.88,1,0,3,0.55,0.6,0,2,26
0.55,2,0,3,0.7,0.76,3,3,4
0.51,1,0,1,0.21,0.22,10,4,97
0.62,1,0,2,0.41,0.4,2,0,29
0.48,1,0,3,0.65,0.7,21,4,206
0.8,3,0,1,0.15,0.16,23,3,37
0.87,3,0,1,0.33,0.34,18,3,98
0.66,1,0,3,0.7,0.74,13,2,207
0.53,1,0,1,0.3,0.32,5,1,3
0.61,3,0,2,0.3,0.34,9,5,195
0.48,1,0,4,0.5,0.52,9,6,207
0.55,2,0,2,0.47,0.48,2,4,13
0.93,2,0,1,0.27,0.22,23,2,20
0.61,1,0,1,0.32,0.32,12,1,150
0.73,2,0,1,0.59,0.6,14,2,248
0.59,1,0,2,0.45,0.46,5,6,7
0.88,2,0,2,0.55,0.58,0,3,39
0.89,2,0,3,0.59,0.66,19,6,275
0.65,1,0,4,0.33,0.3,22,6,82
0.8,2,0,1,0.21,0.18,5,5,4
0.88,3,0,4,0.5,0.52,10,3,123
1.0,1,0,4,0.44,0.44,0,3,33
0.87,1,0,4,0.35,0.32,3,2,3
0.59,1,0,3,0.5,0.52,0,2,32
0.37,1,0,1,0.12,0.16,17,6,69
0.36,1,0,2,0.29,0.3,12,6,227
0.7,1,0,1,0.27,0.26,23,5,77
0.83,2,0,3,0.52,0.54,3,2,3
0.33,1,0,1,0.26,0.3,15,3,130
0.55,1,0,1,0.47,0.48,19,4,175
0.83,2,0,3,0.53,0.56,23,2,78
1.0,2,0,3,0.53,0.56,9,3,208
0.7,1,0,2,0.65,0.7,16,3,218
0.54,1,1,4,0.41,0.4,19,4,28
0.4,2,0,1,0.2,0.2,17,3,281
0.77,1,0,4,0.48,0.5,20,4,260
0.67,1,0,4,0.47,0.48,1,6,58
0.94,2,0,2,0.55,0.62,9,0,152
0.77,1,0,3,0.52,0.54,2,4,9
0.42,1,0,4,0.3,0.34,12,3,208
1.0,3,0,3,0.52,0.62,7,5,108
0.65,1,0,1,0.29,0.26,1,5,20
0.49,2,0,3,0.79,0.84,22,5,149
1.0,3,0,1,0.44,0.44,14,0,39
0.94,1,0,2,0.44,0.44,4,5,5
0.93,2,0,4,0.32,0.28,6,1,99
0.62,2,0,4,0.41,0.4,16,3,173
0.44,2,0,3,0.62,0.66,9,2,225
0.39,1,0,2,0.47,0.48,0,1,37
0.51,1,0,1,0.21,0.22,9,0,32
0.51,1,0,2,0.48,0.5,22,2,158
0.62,1,0,1,0.41,0.4,12,0,201
0.53,1,0,4,0.62,0.6,11,2,253
0.42,1,0,2,0.48,0.5,21,4,230
0.43,1,0,3,0.7,0.78,14,1,251
0.94,3,0,2,0.42,0.42,3,0,18
0.28,1,0,3,0.73,0.84,12,2,147
0.53,1,0,3,0.8,0.84,11,1,182
0.77,1,0,4,0.48,0.5,22,6,149
0.58,1,0,4,0.41,0.4,12,3,241
0.82,3,0,2,0.48,0.5,20,3,51
0.7,1,0,1,0.27,0.26,10,6,191
0.39,1,0,2,0.5,0.52,0,5,48
0.62,1,0,1,0.41,0.4,10,5,104
0.87,3,0,1,0.32,0.34,23,3,9
0.51,1,0,3,0.64,0.68,23,5,172
0.42,1,0,1,0.33,0.34,3,0,32
0.93,3,0,1,0.24,0.2,11,6,45
0.66,1,0,4,0.41,0.4,21,6,220
0.93,3,0,1,0.35,0.36,1,4,3
0.67,1,0,4,0.47,0.48,21,0,88
0.54,1,0,4,0.53,0.56,1,1,17
0.5,2,0,2,0.62,0.62,1,2,13
0.7,2,0,1,0.32,0.3,6,4,87
0.8,2,0,1,0.24,0.18,10,0,64
0.48,1,0,3,0.68,0.76,9,3,180
0.87,2,0,1,0.24,0.24,0,4,26
0.32,1,0,3,0.77,0.88,11,1,119
0.33,2,0,1,0.3,0.3,11,0,161
0.83,2,0,4,0.58,0.62,11,4,84
0.68,1,0,3,0.5,0.52,3,1,12
0.7,2,0,1,0.3,0.3,9,4,202
0.5,1,0,1,0.41,0.4,5,3,18
0.74,2,0,4,0.67,0.7,13,2,151
0.94,3,0,2,0.52,0.54,3,1,4
0.77,1,1,4,0.47,0.48,10,1,266
0.46,1,0,1,0.29,0.34,4,3,1
0.77,1,0,3,0.48,0.5,3,5,12
0.26,1,0,1,0.12,0.16,15,5,65
0.83,1,0,2,0.58,0.62,5,0,7
0.83,2,0,3,0.58,0.64,2,6,93
0.38,1,0,1,0.21,0.24,16,4,78
0.62,1,0,1,0.35,0.36,18,5,182
0.66,2,0,2,0.35,0.34,9,6,87
0.71,1,0,1,0.35,0.36,1,4,12
0.64,1,0,2,0.61,0.6,10,4,210
0.64,2,0,1,0.24,0.22,5,6,10
0.62,1,0,4,0.41,0.4,7,0,56
0.78,1,0,3,0.58,0.6,3,6,26
0.38,1,0,1,0.05,0.06,23,5,27
0.39,1,0,2,0.62,0.66,5,4,31
0.73,1,0,3,0.59,0.62,6,6,23
0.83,1,0,3,0.58,0.64,5,3,22
0.66,1,0,3,0.73,0.76,1,3,16
0.87,2,0,1,0.41,0.4,11,6,214
0.62,2,0,1,0.41,0.4,1,6,35
0.41,1,0,3,0.71,0.8,13,3,176
0.79,1,0,3,0.64,0.68,8,0,133
0.35,2,0,2,0.67,0.76,15,3,145
0.69,2,0,1,0.23,0.16,3,2,2
0.53,1,0,1,0.33,0.32,9,0,125
0.47,2,0,1,0.14,0.16,4,0,6
0.66,2,0,4,0.33,0.36,10,1,139
0.7,2,0,3,0.68,0.72,23,0,104
0.43,1,0,3,0.74,0.82,20,6,206
0.49,1,0,2,0.29,0.3,23,2,26
0.87,2,0,4,0.35,0.36,0,2,21
0.69,1,0,4,0.26,0.2,2,1,4
0.49,2,0,3,0.79,0.84,10,2,159
0.7,3,0,1,0.33,0.32,10,4,44
0.79,1,0,2,0.67,0.7,0,6,117
0.56,1,0,4,0.52,0.54,10,1,179
0.41,1,0,1,0.23,0.26,3,6,16
0.87,3,0,4,0.41,0.4,23,1,33
0.55,1,0,3,0.7,0.76,1,6,90
0.72,2,0,1,0.44,0.44,6,5,50
0.54,1,0,4,0.42,0.42,5,0,7
0.51,1,0,3,0.67,0.74,14,2,190
0.74,2,0,1,0.17,0.16,5,6,5
0.47,1,0,1,0.2,0.22,9,5,263
0.88,2,0,3,0.52,0.54,6,2,114
0.83,1,0,4,0.53,0.56,0,6,191
0.6,1,0,1,0.23,0.24,7,0,14
0.89,2,0,3,0.59,0.66,6,2,147
0.41,1,0,1,0.06,0.06,0,1,7
0.4,2,0,4,0.39,0.38,12,5,213
0.37,1,0,2,0.21,0.22,5,2,17
0.62,1,0,2,0.35,0.36,23,3,57
0.44,1,0,4,0.45,0.46,18,5,153
0.54,1,0,1,0.41,0.4,15,3,82
0.58,2,0,2,0.67,0.72,9,2,217
0.83,2,0,2,0.58,0.62,2,4,21
0.87,2,0,2,0.41,0.4,10,0,250
0.87,1,1,4,0.33,0.34,1,1,37
0.37,1,0,1,0.2,0.22,10,5,63
0.89,2,0,3,0.64,0.68,0,1,39
0.28,1,0,1,0.29,0.3,15,3,62
0.66,2,0,4,0.33,0.32,23,1,65
0.39,1,0,2,0.48,0.5,23,0,51
0.7,3,0,1,0.33,0.32,11,4,71
0.7,1,0,1,0.26,0.26,0,2,12
0.61,1,1,2,0.65,0.7,9,1,263
0.56,2,0,1,0.27,0.26,17,5,205
0.41,1,0,2,0.45,0.46,1,1,16
0.51,2,0,4,0.65,0.7,10,4,208
0.51,1,0,4,0.48,0.5,21,3,269
0.46,1,0,1,0.33,0.36,16,2,254
0.41,2,0,1,0.62,0.66,13,4,273
0.61,2,0,2,0.61,0.62,5,0,6
0.48,1,0,3,0.65,0.7,9,0,217
0.93,2,0,2,0.27,0.3,22,5,51
0.43,1,0,1,0.12,0.16,14,2,79
0.59,1,0,3,0.8,0.82,10,1,84
0.62,1,0,1,0.42,0.42,21,4,138
0.43,2,0,2,0.73,0.8,13,2,196
0.66,1,0,4,0.35,0.36,0,1,27
0.59,1,0,4,0.26,0.2,9,0,107
0.49,2,0,1,0.29,0.3,15,0,253
0.55,3,0,1,0.2,0.18,4,6,1
0.88,3,0,2,0.5,0.52,6,1,37
0.87,2,0,2,0.3,0.32,2,1,4
0.51,1,0,1,0.2,0.2,8,5,210
0.48,2,0,3,0.65,0.7,20,0,213
0.48,1,0,1,0.27,0.26,1,5,15
0.59,1,0,3,0.8,0.82,21,5,190
0.62,1,0,4,0.35,0.36,16,5,250
0.79,3,0,3,0.7,0.72,23,2,92
0.4,1,0,1,0.41,0.4,18,1,205
0.46,1,0,2,0.62,0.6,10,5,255
0.94,3,0,4,0.45,0.46,2,4,8
0.87,2,0,4,0.39,0.38,14,0,232
0.77,1,0,3,0.48,0.5,3,3,7
0.87,2,0,1,0.24,0.24,7,6,28
0.67,1,0,3,0.44,0.44,22,4,115
0.82,2,0,4,0.41,0.4,19,2,250
0.81,2,0,1,0.26,0.24,11,6,183
0.26,2,0,1,0.29,0.32,0,1,10
0.48,1,0,1,0.24,0.24,20,6,61
0.79,1,0,3,0.71,0.74,0,5,57
0.76,2,0,1,0.41,0.4,16,3,151
0.79,1,0,2,0.64,0.68,10,5,232
0.83,2,0,3,0.64,0.68,22,6,154
0.65,1,0,1,0.29,0.28,22,4,55
0.69,1,0,1,0.21,0.22,5,3,5
0.87,2,0,1,0.41,0.4,6,5,99
0.83,2,0,2,0.5,0.52,0,5,52
0.75,1,1,4,0.26,0.24,2,4,18
0.81,1,0,4,0.38,0.36,22,2,96
0.83,2,0,3,0.56,0.6,1,2,33
0.94,1,0,2,0.48,0.5,5,0,12
0.46,1,0,3,0.7,0.78,21,2,230
0.94,3,0,1,0.39,0.38,2,5,13
0.83,2,0,2,0.52,0.54,9,1,250
0.41,1,0,3,0.77,0.84,12,4,171
0.65,1,0,3,0.65,0.7,1,5,41
0.51,1,0,1,0.18,0.2,7,5,68
0.29,1,0,2,0.62,0.62,13,2,239
0.53,1,0,3,0.83,0.86,13,2,172
0.75,2,0,1,0.3,0.28,3,4,6
0.41,1,0,1,0.05,0.02,5,3,14
0.83,1,0,3,0.61,0.66,4,3,5
0.67,2,0,4,0.45,0.46,11,4,108
0.83,3,0,4,0.58,0.62,15,2,209
0.48,1,0,4,0.67,0.74,14,3,277
0.56,1,0,1,0.3,0.3,18,4,207
0.86,3,0,1,0.18,0.2,10,3,8
0.7,1,0,3,0.68,0.72,21,6,225
0.74,1,0,3,0.7,0.72,18,0,229
0.59,1,0,3,0.48,0.5,23,5,126
0.45,2,0,2,0.27,0.28,19,6,138
0.75,1,0,1,0.26,0.24,5,6,10
0.6,2,0,4,0.52,0.54,14,2,147
0.64,1,0,1,0.2,0.16,7,0,19
0.86,2,0,1,0.21,0.18,2,1,2
0.82,1,0,4,0.41,0.4,8,0,42
0.63,3,0,2,0.5,0.52,9,2,162
0.52,1,0,2,0.53,0.56,16,2,192
0.62,1,0,1,0.35,0.36,7,0,10
0.55,2,0,1,0.26,0.26,13,1,120
0.79,1,0,3,0.67,0.7,4,2,6
0.55,1,0,1,0.2,0.18,8,6,34
0.94,1,0,2,0.52,0.54,4,5,6
0.88,2,0,4,0.45,0.46,3,3,6
0.61,2,0,1,0.27,0.3,6,2,35
0.51,1,0,2,0.48,0.5,14,3,107
0.74,2,0,3,0.7,0.72,3,4,5
0.89,1,1,3,0.58,0.64,6,1,16
0.55,1,0,1,0.14,0.16,3,2,2
0.69,2,0,3,0.62,0.66,9,0,258
0.51,1,0,1,0.44,0.44,16,5,267
0.94,3,0,4,0.52,0.54,18,3,172
0.55,1,0,1,0.17,0.16,11,4,99
0.53,2,0,4,0.29,0.32,14,3,161
0.93,2,0,1,0.33,0.32,7,2,232
0.61,1,0,2,0.65,0.7,10,3,135
0.49,1,0,1,0.15,0.06,22,6,30
0.88,3,0,3,0.55,0.6,22,0,39
0.94,1,0,1,0.44,0.44,1,4,15
0.76,1,1,4,0.41,0.4,1,1,30
0.64,2,0,2,0.53,0.56,12,2,92
0.94,2,0,3,0.52,0.6,2,4,10
0.65,1,0,1,0.26,0.26,23,0,28
0.46,2,0,2,0.76,0.82,15,4,141
0.79,2,0,3,0.67,0.7,3,2,8
0.59,1,0,4,0.21,0.2,7,0,12
0.56,1,1,1,0.24,0.26,19,1,144
0.6,1,0,4,0.24,0.26,6,6,23
0.73,3,0,2,0.61,0.64,13,2,239
0.25,1,0,2,0.39,0.38,15,2,87
0.32,1,0,1,0.39,0.38,20,5,159
0.73,1,0,4,0.52,0.54,2,5,11
0.76,2,0,1,0.41,0.4,7,0,1
0.73,2,0,1,0.24,0.22,6,5,70
0.89,1,0,3,0.58,0.64,4,3,7
0.78,2,0,2,0.58,0.6,4,2,10
0.7,2,0,1,0.33,0.3,1,4,5
0.45,1,1,4,0.3,0.3,21,5,83
0.83,1,0,3,0.61,0.66,4,5,9
0.75,1,0,1,0.26,0.26,3,3,1
0.83,1,0,3,0.64,0.68,0,5,82
0.39,1,0,1,0.32,0.34,12,6,94
0.5,2,0,4,0.39,0.38,14,2,204
0.72,1,0,3,0.48,0.5,22,6,143
0.54,1,0,1,0.15,0.12,7,3,96
0.93,3,0,1,0.18,0.16,9,6,20
0.88,3,0,4,0.44,0.44,0,1,22
0.94,2,0,3,0.52,0.6,4,4,2
0.69,1,0,2,0.2,0.2,2,5,5
0.23,1,0,2,0.5,0.52,0,4,45
0.71,1,0,2,0.41,0.4,9,0,185
0.87,3,0,2,0.41,0.4,8,6,45
0.88,1,0,3,0.56,0.62,5,1,36
0.83,2,0,2,0.58,0.62,22,3,159
0.61,2,0,4,0.27,0.28,1,3,92
0.41,1,0,1,0.05,0.02,6,3,59
0.64,1,0,4,0.52,0.54,20,2,227
0.54,1,0,4,0.42,0.42,2,0,65
0.48,1,0,1,0.23,0.26,8,6,93
0.65,1,0,3,0.65,0.7,1,1,31
0.93,1,0,1,0.3,0.26,0,3,31
0.65,1,0,1,0.23,0.26,8,4,208
0.69,1,0,2,0.61,0.62,14,3,240
0.53,1,0,3,0.8,0.84,8,0,130
0.36,2,1,1,0.36,0.34,5,1,3
0.59,1,0,1,0.2,0.2,6,5,64
0.83,3,0,2,0.5,0.52,5,0,11
0.67,1,0,1,0.42,0.42,20,4,137
0.51,2,0,3,0.65,0.7,1,6,118
0.72,1,0,4,0.48,0.5,1,5,31
0.87,1,0,4,0.45,0.46,21,1,126
0.94,3,0,4,0.55,0.62,0,3,52
0.73,3,0,4,0.53,0.56,10,2,36
0.47,1,0,1,0.44,0.44,20,0,171
0.87,2,0,1,0.32,0.32,23,2,18
0.94,2,0,2,0.39,0.38,9,6,68
0.38,1,0,1,0.27,0.28,21,1,54
0.31,1,0,2,0.32,0.32,12,2,220
0.72,3,0,4,0.48,0.5,20,0,194
0.49,2,0,2,0.55,0.58,14,1,144
0.93,1,0,4,0.35,0.32,2,3,5
0.45,1,0,4,0.33,0.32,11,2,216
0.49,1,0,2,0.27,0.3,6,5,80
0.35,1,0,4,0.23,0.24,20,6,124
0.85,1,1,3,0.64,0.68,7,1,43
0.66,1,0,3,0.7,0.74,3,3,4
0.3,1,0,2,0.44,0.44,21,2,206
0.74,1,0,3,0.7,0.72,21,2,229
0.44,1,0,1,0.44,0.44,20,4,254
0.78,1,0,2,0.59,0.64,13,3,150
0.76,2,0,2,0.41,0.4,7,2,136
0.72,1,0,3,0.48,0.5,6,0,35
0.35,1,0,1,0.23,0.24,13,5,110
0.36,1,0,1,0.26,0.3,12,6,146
0.44,1,0,1,0.45,0.46,20,4,269
0.37,2,0,1,0.2,0.2,22,5,72
0.93,3,0,2,0.23,0.24,2,4,5
0.93,2,0,2,0.29,0.3,21,5,54
0.4,1,0,2,0.39,0.38,8,6,158
1.0,3,0,1,0.27,0.3,1,3,3
0.54,1,0,4,0.41,0.4,20,6,255
0.44,1,0,1,0.21,0.24,1,0,55
0.36,2,0,1,0.3,0.32,17,6,83
0.78,1,0,2,0.59,0.62,22,4,246
0.83,2,0,2,0.53,0.56,13,3,122
0.48,1,0,3,0.68,0.76,23,2,75
0.74,2,0,1,0.17,0.18,2,0,47
0.89,1,0,3,0.58,0.64,5,0,16
0.76,1,0,1,0.33,0.32,7,4,140
0.94,1,0,3,0.56,0.64,3,4,4
0.74,2,0,3,0.7,0.72,11,3,127
0.93,3,0,1,0.26,0.22,13,1,37
0.64,1,0,2,0.61,0.6,22,5,271
0.53,1,0,4,0.33,0.34,18,6,224
0.56,1,0,4,0.27,0.28,2,3,9
0.67,1,0,4,0.44,0.44,4,1,8
0.83,3,0,3,0.55,0.58,22,2,151
0.64,2,0,1,0.18,0.16,0,2,8
0.53,1,0,4,0.62,0.6,20,1,240
0.41,1,0,4,0.42,0.42,11,5,221
0.53,1,0,2,0.3,0.34,3,5,8
0.84,1,0,3,0.67,0.7,20,0,193
0.87,1,0,4,0.35,0.34,4,0,4
0.82,1,0,4,0.39,0.38,23,6,108
0.46,1,0,1,0.08,0.1,23,2,18
0.61,1,1,4,0.29,0.3,3,5,6
0.66,1,0,3,0.76,0.78,0,6,150
0.51,2,0,1,0.21,0.2,10,2,54
0.93,3,0,1,0.2,0.22,13,3,47
0.4,1,0,4,0.39,0.38,14,1,196
0.55,1,0,1,0.18,0.18,1,2,6
0.46,1,0,1,0.35,0.34,21,2,188
0.61,1,0,3,0.64,0.68,23,6,168
0.86,3,0,1,0.21,0.2,8,1,272
0.84,1,0,3,0.67,0.7,3,2,6
0.57,1,0,2,0.62,0.62,3,6,40
0.47,1,0,1,0.41,0.4,5,2,23
0.45,1,0,4,0.48,0.5,15,2,186
0.4,1,0,3,0.88,0.92,11,5,161
0.81,1,0,4,0.36,0.36,23,0,25
0.72,1,0,2,0.48,0.5,5,5,29
0.59,1,0,4,0.45,0.46,21,6,215
0.88,1,0,2,0.56,0.62,6,0,14
0.75,1,0,1,0.21,0.22,6,6,4
0.41,1,0,2,0.62,0.62,14,1,270
0.82,2,0,2,0.44,0.44,6,0,6
0.81,1,1,4,0.33,0.34,2,1,15
0.87,3,0,1,0.3,0.3,13,2,20
0.77,1,0,2,0.5,0.52,21,3,239
0.88,2,0,2,0.47,0.48,6,2,38
0.39,1,0,1,0.62,0.66,14,5,174
0.56,1,0,3,0.62,0.6,21,0,191
0.88,1,1,4,0.53,0.56,22,1,126
0.32,1,0,3,0.73,0.84,11,2,128
0.33,1,0,1,0.62,0.64,18,5,224
0.73,1,0,2,0.61,0.64,21,1,206
0.59,2,0,4,0.48,0.5,4,5,5
0.87,3,0,2,0.33,0.34,7,5,113
0.6,1,0,1,0.2,0.24,5,5,5
0.49,1,0,1,0.33,0.3,11,4,84
0.79,2,0,3,0.64,0.68,21,4,149
0.5,1,0,1,0.12,0.12,1,1,1
0.89,1,0,3,0.59,0.66,1,0,73
0.61,2,0,2,0.64,0.68,11,4,150
0.29,1,0,4,0.33,0.36,11,4,171
0.66,1,0,3,0.68,0.72,22,0,181
0.43,2,0,4,0.62,0.6,14,1,244
0.83,1,0,2,0.58,0.62,23,5,178
0.39,1,0,1,0.3,0.34,14,6,85
0.45,2,0,1,0.27,0.28,11,4,68
0.36,1,0,2,0.32,0.32,6,6,19
0.89,2,0,3,0.59,0.66,6,0,15
0.47,1,0,1,0.23,0.2,20,4,109
0.28,1,0,2,0.55,0.58,15,1,255
0.36,1,0,2,0.64,0.68,11,3,164
0.55,2,0,1,0.2,0.2,7,3,108
0.77,2,0,4,0.5,0.52,0,3,34
0.8,1,0,4,0.17,0.16,7,2,223
0.72,1,0,3,0.74,0.76,2,6,58
0.46,1,0,4,0.32,0.34,11,1,150
0.76,1,0,1,0.33,0.34,11,0,138
0.55,1,0,1,0.18,0.16,0,2,5
0.57,2,0,1,0.36,0.36,13,1,64
0.42,1,0,2,0.85,0.9,13,3,136
0.46,1,1,1,0.32,0.34,17,1,97
0.51,1,0,1,0.21,0.22,11,2,57
0.64,2,0,1,0.26,0.2,8,4,210
0.44,1,0,1,0.17,0.2,23,3,32
0.46,1,0,1,0.38,0.36,15,3,155
0.66,1,0,4,0.33,0.34,22,3,104
0.76,1,1,3,0.68,0.72,21,1,184
0.73,2,0,4,0.53,0.56,16,4,207
0.55,1,0,4,0.24,0.18,7,0,31
0.94,3,0,1,0.42,0.42,23,3,33
0.52,1,0,1,0.27,0.3,8,0,66
0.69,1,0,3,0.61,0.64,1,2,16
0.59,3,0,2,0.45,0.46,13,3,64
0.81,1,0,1,0.35,0.36,14,2,173
0.59,1,0,3,0.77,0.8,12,1,165
0.58,1,0,3,0.67,0.72,3,5,8
0.61,1,0,2,0.62,0.66,20,0,274
0.65,1,0,2,0.29,0.3,6,4,96
0.6,1,0,1,0.27,0.26,22,0,58
0.83,1,0,4,0.5,0.52,3,5,3
